Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
fast,"fast approach, best services with reasonable price 👌",1,2025-09-09 13:20:26,0,,0.6013,Uber
price app,"fast approach, best services with reasonable price 👌",1,2025-09-09 13:20:26,0,,0.2757,Uber
best thing,"fast approach, best services with reasonable price 👌",1,2025-09-09 13:20:26,0,,0.2132,Uber
app reasonable,"fast approach, best services with reasonable price 👌",1,2025-09-09 13:20:26,0,,0.1514,Uber
الانتظار لمدة,الخدمة أصبحت سيئة للغاية نادرا ما أطلب ويأتي سائق وغالبا الانتظار لمدة طويلة والدفع مضاعف لو حدث انتظار من قبل السائق بينما لو حدث العكس لا يحدث تعويض وإذا سجل السائق وصول ولم يكن وصل يسجل بالفعل زيادة على المنتفع,0,2025-09-09 13:15:47,0,,0.3827,Uber
بالفعل,الخدمة أصبحت سيئة للغاية نادرا ما أطلب ويأتي سائق وغالبا الانتظار لمدة طويلة والدفع مضاعف لو حدث انتظار من قبل السائق بينما لو حدث العكس لا يحدث تعويض وإذا سجل السائق وصول ولم يكن وصل يسجل بالفعل زيادة على المنتفع,0,2025-09-09 13:15:47,0,,0.2349,Uber
سجل,الخدمة أصبحت سيئة للغاية نادرا ما أطلب ويأتي سائق وغالبا الانتظار لمدة طويلة والدفع مضاعف لو حدث انتظار من قبل السائق بينما لو حدث العكس لا يحدث تعويض وإذا سجل السائق وصول ولم يكن وصل يسجل بالفعل زيادة على المنتفع,0,2025-09-09 13:15:47,0,,0.1898,Uber
حدث,الخدمة أصبحت سيئة للغاية نادرا ما أطلب ويأتي سائق وغالبا الانتظار لمدة طويلة والدفع مضاعف لو حدث انتظار من قبل السائق بينما لو حدث العكس لا يحدث تعويض وإذا سجل السائق وصول ولم يكن وصل يسجل بالفعل زيادة على المنتفع,0,2025-09-09 13:15:47,0,,0.1494,Uber
بيكنسل,الخدمة أصبحت سيئة للغاية نادرا ما أطلب ويأتي سائق وغالبا الانتظار لمدة طويلة والدفع مضاعف لو حدث انتظار من قبل السائق بينما لو حدث العكس لا يحدث تعويض وإذا سجل السائق وصول ولم يكن وصل يسجل بالفعل زيادة على المنتفع,0,2025-09-09 13:15:47,0,,0.125,Uber
wise good,good,1,2025-09-09 13:14:40,0,,1.0,Uber
awesome experience,awesome experience,1,2025-09-09 13:12:17,0,,1.0,Uber
bad experience,awesome experience,1,2025-09-09 13:12:17,0,,0.6315,Uber
waldemar awesome,awesome experience,1,2025-09-09 13:12:17,0,,0.4717,Uber
expensive,Expensive!!,0,2025-09-09 13:10:48,0,,0.8002,Uber
captain nice,good ride and experience captain nice,1,2025-09-09 13:09:04,0,,0.6769,Uber
ride experience,good ride and experience captain nice,1,2025-09-09 13:09:04,0,,0.6366,Uber
experience cheap,good ride and experience captain nice,1,2025-09-09 13:09:04,0,,0.6132,Uber
good ride,good ride and experience captain nice,1,2025-09-09 13:09:04,0,,0.5775,Uber
wise good,good ride and experience captain nice,1,2025-09-09 13:09:04,0,,0.2244,Uber
upgrade app,good service and change for upgrade app,1,2025-09-09 13:06:17,0,,0.7691,Uber
service change,good service and change for upgrade app,1,2025-09-09 13:06:17,0,,0.5781,Uber
good service,good service and change for upgrade app,1,2025-09-09 13:06:17,0,,0.41,Uber
price app,good service and change for upgrade app,1,2025-09-09 13:06:17,0,,0.3906,Uber
changes notified,good service and change for upgrade app,1,2025-09-09 13:06:17,0,,0.3328,Uber
excellent,excellent service. very pleased,1,2025-09-09 13:05:53,0,,0.8379,Uber
service pleased,excellent service. very pleased,1,2025-09-09 13:05:53,0,,0.7057,Uber
loved service,excellent service. very pleased,1,2025-09-09 13:05:53,0,,0.4335,Uber
price app,nice app,1,2025-09-09 13:01:16,0,,1.0,Uber
nice person,nice app,1,2025-09-09 13:01:16,0,,0.3825,Uber
flight uber,"left me stranded without feedback or explanation. I only needed a ride to the airport, no matter the price or vehicle. First you make a downpayment and then It kept saying it was about to provide driver details and a driver was on it's way. after one hour of trying, without any feedback if there were actually any drivers nearby, I missed the chance to be in time in the airport and I missed my flight. if there are no Uber drivers nearby, say this so I can start looking for alternatives.",-1,2025-09-09 12:58:14,0,,0.5707,Uber
driver id,"left me stranded without feedback or explanation. I only needed a ride to the airport, no matter the price or vehicle. First you make a downpayment and then It kept saying it was about to provide driver details and a driver was on it's way. after one hour of trying, without any feedback if there were actually any drivers nearby, I missed the chance to be in time in the airport and I missed my flight. if there are no Uber drivers nearby, say this so I can start looking for alternatives.",-1,2025-09-09 12:58:14,0,,0.2711,Uber
make downpayment,"left me stranded without feedback or explanation. I only needed a ride to the airport, no matter the price or vehicle. First you make a downpayment and then It kept saying it was about to provide driver details and a driver was on it's way. after one hour of trying, without any feedback if there were actually any drivers nearby, I missed the chance to be in time in the airport and I missed my flight. if there are no Uber drivers nearby, say this so I can start looking for alternatives.",-1,2025-09-09 12:58:14,0,,0.2674,Uber
stranded feedback,"left me stranded without feedback or explanation. I only needed a ride to the airport, no matter the price or vehicle. First you make a downpayment and then It kept saying it was about to provide driver details and a driver was on it's way. after one hour of trying, without any feedback if there were actually any drivers nearby, I missed the chance to be in time in the airport and I missed my flight. if there are no Uber drivers nearby, say this so I can start looking for alternatives.",-1,2025-09-09 12:58:14,0,,0.1601,Uber
start looking,"left me stranded without feedback or explanation. I only needed a ride to the airport, no matter the price or vehicle. First you make a downpayment and then It kept saying it was about to provide driver details and a driver was on it's way. after one hour of trying, without any feedback if there were actually any drivers nearby, I missed the chance to be in time in the airport and I missed my flight. if there are no Uber drivers nearby, say this so I can start looking for alternatives.",-1,2025-09-09 12:58:14,0,,0.1383,Uber
bad experience,good experience,1,2025-09-09 12:54:44,0,,1.0,Uber
wise good,good experience,1,2025-09-09 12:54:44,0,,0.399,Uber
happy support,"Just an FYI, the whole support is ai generated. I had an issue and the replies were copy pasted. So for next issue as a comment I used Joe's western Europe story. The reply I got was the same as before. I have screenshots to prove it. So don't take the app or their support serious. Company is a joke",-1,2025-09-09 12:52:16,0,,0.6097,Uber
trains cost,"Just an FYI, the whole support is ai generated. I had an issue and the replies were copy pasted. So for next issue as a comment I used Joe's western Europe story. The reply I got was the same as before. I have screenshots to prove it. So don't take the app or their support serious. Company is a joke",-1,2025-09-09 12:52:16,0,,0.3193,Uber
europe story,"Just an FYI, the whole support is ai generated. I had an issue and the replies were copy pasted. So for next issue as a comment I used Joe's western Europe story. The reply I got was the same as before. I have screenshots to prove it. So don't take the app or their support serious. Company is a joke",-1,2025-09-09 12:52:16,0,,0.3166,Uber
got,"Just an FYI, the whole support is ai generated. I had an issue and the replies were copy pasted. So for next issue as a comment I used Joe's western Europe story. The reply I got was the same as before. I have screenshots to prove it. So don't take the app or their support serious. Company is a joke",-1,2025-09-09 12:52:16,0,,0.199,Uber
generated issue,"Just an FYI, the whole support is ai generated. I had an issue and the replies were copy pasted. So for next issue as a comment I used Joe's western Europe story. The reply I got was the same as before. I have screenshots to prove it. So don't take the app or their support serious. Company is a joke",-1,2025-09-09 12:52:16,0,,0.1136,Uber
takes places,takes you places,0,2025-09-09 12:51:36,0,,0.9248,Uber
help places,takes you places,0,2025-09-09 12:51:36,0,,0.6373,Uber
long takes,takes you places,0,2025-09-09 12:51:36,0,,0.5847,Uber
doing great,great one,1,2025-09-09 12:51:11,0,,0.5676,Uber
straight forward,it's aight,1,2025-09-09 12:50:47,0,,0.7308,Uber
wise good,v good,1,2025-09-09 12:48:14,0,,0.5229,Uber
uber cheaper,"uber finally accepted my debt card, yah! uber is cheaper in Texas!",1,2025-09-09 12:46:28,0,,0.5516,Uber
accepted debt,"uber finally accepted my debt card, yah! uber is cheaper in Texas!",1,2025-09-09 12:46:28,0,,0.4087,Uber
texas,"uber finally accepted my debt card, yah! uber is cheaper in Texas!",1,2025-09-09 12:46:28,0,,0.3629,Uber
card yah,"uber finally accepted my debt card, yah! uber is cheaper in Texas!",1,2025-09-09 12:46:28,0,,0.3173,Uber
cancelled finally,"uber finally accepted my debt card, yah! uber is cheaper in Texas!",1,2025-09-09 12:46:28,0,,0.1593,Uber
excellent,excellent,1,2025-09-09 12:41:51,0,,1.0,Uber
uber rude,The driver asked for extra money rather than the Uber amount. very rude and had a bad experience with the Uber driver.,-1,2025-09-09 12:41:45,0,,0.668,Uber
booking drivers,The driver asked for extra money rather than the Uber amount. very rude and had a bad experience with the Uber driver.,-1,2025-09-09 12:41:45,0,,0.3383,Uber
extra money,The driver asked for extra money rather than the Uber amount. very rude and had a bad experience with the Uber driver.,-1,2025-09-09 12:41:45,0,,0.2867,Uber
bad experience,The driver asked for extra money rather than the Uber amount. very rude and had a bad experience with the Uber driver.,-1,2025-09-09 12:41:45,0,,0.2014,Uber
asked,The driver asked for extra money rather than the Uber amount. very rude and had a bad experience with the Uber driver.,-1,2025-09-09 12:41:45,0,,0.1956,Uber
driver looting,this is not good for driver.. looting drivers,-1,2025-09-09 12:41:10,0,,0.842,Uber
booking drivers,this is not good for driver.. looting drivers,-1,2025-09-09 12:41:10,0,,0.5058,Uber
good driver,this is not good for driver.. looting drivers,-1,2025-09-09 12:41:10,0,,0.4716,Uber
wise good,this is not good for driver.. looting drivers,-1,2025-09-09 12:41:10,0,,0.1601,Uber
wise good,very good,1,2025-09-09 12:39:15,0,,0.7071,Uber
good exllent,good exllent,1,2025-09-09 12:35:21,0,,1.0,Uber
wise good,good exllent,1,2025-09-09 12:35:21,0,,0.4487,Uber
using uber,"honestly just useless, tried using Uber quite a few times and every single time it's unable to find a driver even after waiting for a fairly long time",-1,2025-09-09 12:26:32,0,,0.6653,Uber
just,"honestly just useless, tried using Uber quite a few times and every single time it's unable to find a driver even after waiting for a fairly long time",-1,2025-09-09 12:26:32,0,,0.3607,Uber
unable driver,"honestly just useless, tried using Uber quite a few times and every single time it's unable to find a driver even after waiting for a fairly long time",-1,2025-09-09 12:26:32,0,,0.3494,Uber
waiting fairly,"honestly just useless, tried using Uber quite a few times and every single time it's unable to find a driver even after waiting for a fairly long time",-1,2025-09-09 12:26:32,0,,0.2003,Uber
time using,"honestly just useless, tried using Uber quite a few times and every single time it's unable to find a driver even after waiting for a fairly long time",-1,2025-09-09 12:26:32,0,,0.1416,Uber
